X,Y
796.0,4.194303999999995e-06
797.0,1.6777215999999983e-05
798.0,1.6777215999999983e-05
799.0,6.710886399999994e-05
800.0,2.621439999999995e-07
801.0,1.0485759999999983e-06
802.0,1.0485759999999983e-06
803.0,4.194303999999995e-06
804.0,1.0485759999999983e-06
805.0,4.194303999999995e-06
806.0,4.194303999999995e-06
807.0,1.6777215999999983e-05
808.0,1.0485759999999983e-06
809.0,4.194303999999995e-06
810.0,4.194303999999995e-06
811.0,1.6777215999999983e-05
812.0,4.194303999999995e-06
813.0,1.6777215999999983e-05
814.0,1.6777215999999983e-05
815.0,6.710886399999994e-05
816.0,1.0485759999999983e-06
817.0,4.194303999999995e-06
818.0,4.194303999999995e-06
819.0,1.6777215999999983e-05
820.0,4.194303999999995e-06
821.0,1.6777215999999983e-05
822.0,1.6777215999999983e-05
823.0,6.710886399999994e-05
824.0,4.194303999999995e-06
825.0,1.6777215999999983e-05
826.0,1.6777215999999983e-05
827.0,6.710886399999994e-05
828.0,1.6777215999999983e-05
829.0,6.710886399999994e-05
830.0,6.710886399999994e-05
831.0,0.0002684354559999999
832.0,2.621439999999995e-07
833.0,1.0485759999999983e-06
834.0,1.0485759999999983e-06
835.0,4.194303999999995e-06
836.0,1.0485759999999983e-06
837.0,4.194303999999995e-06
838.0,4.194303999999995e-06
839.0,1.6777215999999983e-05
840.0,1.0485759999999983e-06
841.0,4.194303999999995e-06
842.0,4.194303999999995e-06
843.0,1.6777215999999983e-05
844.0,4.194303999999995e-06
845.0,1.6777215999999983e-05
846.0,1.6777215999999983e-05
847.0,6.710886399999994e-05
848.0,1.0485759999999983e-06
849.0,4.194303999999995e-06
850.0,4.194303999999995e-06
851.0,1.6777215999999983e-05
852.0,4.194303999999995e-06
853.0,1.6777215999999983e-05
854.0,1.6777215999999983e-05
855.0,6.710886399999994e-05
856.0,4.194303999999995e-06
857.0,1.6777215999999983e-05
858.0,1.6777215999999983e-05
859.0,6.710886399999994e-05
860.0,1.6777215999999983e-05
861.0,6.710886399999994e-05
862.0,6.710886399999994e-05
863.0,0.0002684354559999999
864.0,1.0485759999999983e-06
865.0,4.194303999999995e-06
866.0,4.194303999999995e-06
867.0,1.6777215999999983e-05
868.0,4.194303999999995e-06
869.0,1.6777215999999983e-05
870.0,1.6777215999999983e-05
871.0,6.710886399999994e-05
872.0,4.194303999999995e-06
873.0,1.6777215999999983e-05
874.0,1.6777215999999983e-05
875.0,6.710886399999994e-05
876.0,1.6777215999999983e-05
877.0,6.710886399999994e-05
878.0,6.710886399999994e-05
879.0,0.0002684354559999999
880.0,4.194303999999995e-06
881.0,1.6777215999999983e-05
882.0,1.6777215999999983e-05
883.0,6.710886399999994e-05
884.0,1.6777215999999983e-05
885.0,6.710886399999994e-05
886.0,6.710886399999994e-05
887.0,0.0002684354559999999
888.0,1.6777215999999983e-05
889.0,6.710886399999994e-05
890.0,6.710886399999994e-05
891.0,0.0002684354559999999
892.0,6.710886399999994e-05
893.0,0.0002684354559999999
894.0,0.0002684354559999999
895.0,0.0010737418239999998
896.0,2.621439999999995e-07
897.0,1.0485759999999983e-06
898.0,1.0485759999999983e-06
899.0,4.194303999999995e-06
900.0,1.0485759999999983e-06
901.0,4.194303999999995e-06
902.0,4.194303999999995e-06
903.0,1.6777215999999983e-05
904.0,1.0485759999999983e-06
905.0,4.194303999999995e-06
906.0,4.194303999999995e-06
